author,content
郭应祥,"自昔中元，多生上相。
麒麟今又来天上。
云衢虽未掇勋名，月评先已腾声望。
宝鼎浓熏，金翘绝唱。
真珠百斛倾家酿。
斯辰聊用祝龟龄，他年端合扶鸠杖。"
黄公绍,"思晴好，晨起望篱东。
毕竟阴晴排日子，大都行止听天公。
且住此山中。"
柳永,"古繁华茂苑，是当日、帝王州。
咏人物鲜明，土风细腻，曾美诗流。
寻幽。
近香径处，聚莲娃钓叟簇汀洲。
晴景吴波练静，万家绿水朱楼。
凝旒。
乃眷东南，思共理、命贤侯。
继梦得文章，乐天惠爱，布政优优。
鳌头。
况虚位久，遇名都胜景阻淹留。
赢得兰堂酝酒，画船携妓欢游。"
曹勋,"秀木撑空，凝云藏岫，处处群山横翠。
霜风冽面，酒力潜消，征辔暂指天际。
红叶黄花，水光山色，常爱晓云晴霁。
念尘埃眯眼，年华易老，觉远行非易。
常自感、羽客难寻，蓬莱难到，强作林泉活计。
鱼依密藻，雁过烟空，家信渐遥千里。
还是关河冷落，斜阳衰草，苇村山驿。
又鸡声茅店，鸦啼露井重唤起。"
卢祖皋,"洞府堂深花气满，娉婷绿展红围。
个中年少出琼姬。
双笼金约腕，独把玉参差。
子晋台前无鹤驭，人间空有清诗。
何如娇小贮帘帷。
仙风知有待，凉月渐当时。"
辛弃疾,"春宵睡重。
梦里还相送。
枕畔起寻双玉凤。
半日才知是梦。
一从卖翠人还。
又无音信经年。
却把泪来做水，流也流到伊边。"
李之仪,"青楼薄，已分终难偶。
寻遍绮罗间，悄无个、眼中翘秀。
江南春晓，花发乱莺飞，情渐透。
休辞瘦。
果有人相候。
醉乡路稳，常是身偏後。
谁谓正欢时，把相思、番成红豆。
千言万语，毕竟总成虚，章台柳。
青青否。
魂梦空搔首。"
汪莘,"风雨打黄昏，啼杀满山杜宇。
到得人间春去，问英雄何处。
桃红李白竞春光，谁共残妆语。
最是梨花一树，照谁家庭户。"
翁元龙,"画阁换黏春贴，宝筝抛学银钩。
东风轻滑玉钗流。
织就燕纹莺绣。
隔帐灯花微笑，倚窗云叶低收。
双鸳刺罢底尖头。
剔雪闲寻豆蔻。"
吴潜,"汲水驱炎热。
晚些儿、披衣露坐，待他凉月。
俄顷银盘从海际，推上璇霄璧阙。
尽散作、满怀冰雪。
万里河潢收卷去，掩长庚、弧矢光都灭。
一大片，琉璃揭。
玉ょ药何时歇。
几千年、阴晴隐现，团圆亏缺。
月缺还圆人但老，重换朱颜无诀。
想旧日、嫦娥心别。
且吸琼浆斟北斗，尽今来、古往俱休说。
香茉莉，正清绝。"
王质,"见汝小溪湾，修竹连疏影。
林杪动风声，惊下毵毵粉。
见汝大江郊，高浪摇枯本。
飞雪密封枝，直到斜阳醒。"
向子,"星斗昭回自一天。
疏梅池畔斗清妍。
蟠桃正熟藕如船。
叶上灵龟来瑞世，林间白鹤舞胎仙。
春秋不记几千年。"
王之道,"透隙敲窗风。
坐见广庭飞缟白。
长安道上正骑驴，蔡州城里谁坚壁。
表表风尘物。
瑶林琼宇三豪客。
对分毫、连珠唱玉，竟把诗笺掷。
草草杯盘还促席。
痛饮狂歌话胸臆。
前村昨夜访梅花，东邻休更夸容色。
清欢那易得。
明朝乌辔升南极。
带随车、黄垆咫尺，莫作山河隔。"
刘辰翁,"老子婆娑，那回也上南楼去。
素娥有恨隐云屏，元是娇痴故。
惊扇徘徊未许。
耿多情、为谁堪诉。
使君愁绝，独倚阑干，後期无据。
有酒如船，片云扫尽霓裳露。
他时与客更携鱼，犹记临皋路。
因念南羁北旅。
醉乌乌、凭君楚舞。
问君不见，璧月词成，楼西沉处。"
柳永,"淡烟残照，摇曳溪光碧。
溪边浅桃深杏，迤逦染春色。
昨夜扁舟泊处，枕底当滩碛。
波声渔笛。
惊回好梦，梦里欲归归不得。
展转翻成无寐，因此伤行役。
思念多媚多娇，咫尺千山隔。
都为深情密爱，不忍轻离拆。
好天良夕。
鸳帷寂寞，算得也应暗相忆。"
韩元吉,"秋意满芙蓉，红映小园丛竹。
风里凤箫声扬，有新妆明玉。
诗翁相对两悠然，一醉绕黄菊。
目尽晚山横处，共修眉争绿。"
王之道,"对黄芦卧雨，苍雁横秋，江天重九。
千载渊明，信风流称首。
吟绕东篱，白衣何处，谁复当年偶。
蓝水清游，龙山胜集，恍然依旧。
萸实嫩红，菊团馀馥，付与佳人，比妍争嗅。
一曲婆娑，看舞腰萦柳。
举世纷纷名利逐，罕遇笑来开口。
慰我寂寥，酬君酩酊，不容无酒。"
晏几道,"画屏天畔，梦回依约，十洲云水。
手拈红笺寄人书，写无限、伤春事。
别浦高楼曾漫倚。
对江南千里。
楼下分流水声中，有当日、凭高泪。"
刘克庄,"宫腰束素。
只怕能轻举。
好筑避风台护取。
莫遣惊鸿飞去。
一团香玉温柔。
笑颦俱有风流。
贪与萧郎眉语，不知舞错伊州。"
卢祖皋,"挽住风前柳。
问鸱夷、当日扁舟，近曾来否。
月落潮生无限事，零乱茶烟未久。
漫留得、莼鲈依旧。
可是从来功名误，抚荒祠、谁继风流後。
今古恨，一搔首。
江涵雁影梅花瘦。
四无尘、雪飞风起，夜窗如昼。
万里乾坤清绝处，付与渔翁钓叟。
又恰是、题诗时候。
猛拍阑干呼鸥鹭，道他年、我亦垂纶手。
飞过我，共尊酒。"
张孝祥,"同是瀛州册府仙。
只今聊结社中莲。
胡笳按拍酒如川。
唤起封姨清晚景，更将荔子荐新圆。
从今三夜看蝉娟。"
黎廷瑞,"齐山硕。
扫开残雪簪花饮。
簪花饮。
樽前人唱，暗香疏影。
枝南枝北迢迢恨。
春风旧梦难重省。
难重省。
小窗斜月，薄酲残醒。"
万俟咏,"可惜香红。
又一番骤雨，几阵狂风。
霎时留不往，便夜来和月，飞过帘栊。
离愁未了，酒病相仍，便堪此恨中。
片片随、流水斜阳去，各自西东。
又还是、九十春光，误双飞蝶，并采游峰。
人生能几许，细算来何物，得似情浓。
沈腰暗减，潘鬓先秋，寸心不易供。
望暮云、千里沈沈障翠峰。"
张伯端,"内药还同外药，内通外亦须通。
丹头和合类相同。
温养两般作用。
内有天然真火，炉中赫赫长红。
外炉增减要勤功。
妙绝无过真种。"
程,"电阙驱神骏，铁棰起痴蛟。
木鸣山裂盛夏，白昼野号。
急上瑶庭深处，为问龙君何怒，抉破古天河。
日华开绚采，雨意属诗豪。
与君来，蜚玉佩，斩觚瓢。
纤流沈羽，借我万斛沸银涛。
醉拍满缸香雪，写竭一池浓墨，逸气正飘。
何事谪仙子，归去续松醪。"
汪元量,"如何说。
人生自古多离别。
多离别。
年年辜负，海棠时节。
娇娇独坐成愁绝。
胡笳吹落关山月。
关山月。
春来秋去，几番圆缺。"
高观国,"晚云知有关山念，澄霄卷开清霁。
素景分中，冰盘正溢，何啻婵娟千里。
危阑静倚。
正玉管吹凉，翠觞留醉。
记约清吟，锦袍初唤醉魂起。
孤光天地共影，浩歌谁与舞，凄凉风味。
古驿烟寒，幽垣梦冷，应念秦楼十二。
归心对此。
想斗插天南，雁横辽水。
试问妲娥，有谁能为寄。"
向子,"相思懒下床，春梦迷蝴蝶。
入柳又穿花，去去轻如叶。
可堪歧路长，不道关山隔。
无赖是黄鹂，唤起空愁绝。"
丘,"鼓角清雄占云。
喜边尘、今度还静。
一线乍添，长觉皇州日永。
楼外崇牙影转，拥千骑、欢声万井。
太平官府人初见，梦熊三占佳景。
皇恩夜出天闱，云章粲、凤鸾飞动相映。
宝带万钉，与作今朝佳庆。
勋业如斯得也，况整顿、江淮大定。
这回恰好，归朝去、共调金鼎。"
陈著,"风月堂中，画屏不动香猊吐。
珠翘环拥蕊宫仙，双鬓青如许。
相对童颜寿侣。
看庭前、绯袍拜舞。
十洲三岛，柳探春时，梅欺雪处。
甲子花周，自从今日重新数。
碧瑶杯重翠涛深，笑领飞琼语。
此去华筵喜聚。
听传宣、云间紫府。
万分如意，凤诏便蕃，香轩容与。"
向,"宝梳半脱文窗里。
玉软因谁醉。
锦鸳应是懒熏香。
□我水村孤酌、减疏狂。
此时纵有千金笑。
情味如伊少。
带围宽尽莫教知。
嫌怕为侬成病、似前时。"
仇远,"钗头缀玉虫，耿耿东窗晓。
京洛少年游，犹恨归来早。
寒食正梨花，古道多芳草。
今夜试青镫，依旧春花小。"
曹组,"霜落吴江，万畦香稻来场圃。
夜村舂黍。
草屋寒灯雨。
玉粒长腰，沈水温温注。
相留住。
共抄云子。
更听歌声度。"
吕渭老,"小饮破清寒，坐久困花颓玉。
两行艳衣明粉，听阿谁拘束。
丽华百媚坐来生，仙韵动群目。
一曲凤箫同去，倦人间丝竹。"
欧阳修,"珠帘半下香销印。
二月东风催柳信。
琵琶傍畔且寻思，鹦鹉前头休借问。
惊鸿过後生离恨。
红日长时添酒困。
未知心在阿谁边，满眼泪珠言不尽。"
何梦桂,"人间六月。
好是王母瑶池，吹下冰雪。
一片清凉，仙界蕊宫珠阙。
金猊水沉未冷，看瑶阶、九开荚。
尚记得，那年时手种，蟠桃千叶。
庭下阿儿痴绝。
争戏舞、绿袍环。
笑捧金卮，满砌兰芽初茁。
七十古来稀有，且高歌、万事休说。
天未老，尚看他、儿辈事业。"
赵师侠,"日丽风和春昼长。
杏花枝上正芬芳。
无情社雨亦何狂。
一洗娇红啼嫩脸，半开新绿映残妆。
画梁空有燕泥香。"
赵长卿,"潇洒仙源。
夭桃李，曾对华筵。
歌媚惊尘，舞弯低月，满劝金船。
鉴湖烟水连天。
政归棹、红妆斗妍。
花雾香中，人询居士，切莫多传。"
石孝友,"万里羁孤困一箪。
平头四十误儒冠。
舜弦广播薰风暖，邹律潜消黍谷寒。
楼谩倚，剑休弹。
看君行复上金銮。
凤池波里求馀润，肆泥中岂久蟠。"
赵崇,"掩笑轻抬袖，慵妆浅画眉。
嫩晴帘箔玉梅飞。
门外寒轻、疏柳趁黄时。
绾带香罗结，交叉绿玉枝。
看看又误踏青期。
倚遍栏干、心事只春知。"
晁补之,"曾唱牡丹留客饮，明年何处相逢。
忽惊鹊起落梧桐。
绿荷多少恨，回首背西风。
莫叹今宵身是客，一尊未晓犹同。
此身应似去来鸿。
江湖春水阔，归梦故园中。"
赵彦端,"水到桐江镜样清。
有人还似水清明。
尊前无语更盈盈。
翠袖舞衫何日了，白头归去几时成。
老来犹有惜花情。"
黄庭坚,"黄菊枝头生晓寒。
人生莫放酒杯乾。
风前横笛斜吹雨，醉里簪花倒著冠。
身健在，且加餐。
舞裙歌板尽清欢。
黄花白发相牵挽，付与时人洗眼看。"
李处全,"九天圆月。
香尘碎玉，素涛翻雪。
石乳香甘，松风汤嫩，一时三绝。
清宵好尽欢娱，奈明日、扶头怎说。
整顿颓山，殷勤春露，馀甘齿颊。"
沈端节,"史君标韵如徐庾。
更名节、高千古。
卧治姑溪才小驻。
闲云无定，阳春有脚，又作南昌去。
兴来亭上清歌度。
尽能唱、公诗句。
记取诸生临别语。
从容占对，天颜应喜，千万留王所。"
陈师道,"素手拈花纤软。
生香相乱。
却须诗力与丹青，恐俗手、难成染。
一顾教人微倩。
那堪亲见。
不辞紫袖拂清尘，也要识、春风面。"
张孝祥,"湖海倦游客，江汉有归舟。
西风千里，送我今夜岳阳楼。
日落君山云气，春到沅湘草木，远思渺难收。
徙倚栏杆久，缺月挂帘钩。
雄三楚，吞七泽，隘九州。
人间好处，何处更似此楼头。
欲吊沈累无所，但有渔儿樵子，哀此写离忧。
回首叫虞舜，杜若满芳洲。"
舒づ,"柳桥花坞南城陌。
朱颜绿发长安路。
雨後小池台。
寻常载酒来。
马头今日路。
却望城西去。
斜日下汀洲。
断云和泪流。"
赵彦端,"兽金寒，帘玉润，梅雪印苔絮。
春意如人，易散苦难聚。
几多丝竹深情，池塘幽梦，犹倚赖、与君同住。
旧游处。
谁唤别浦仙帆，风前问征路。
烟雨连江，吹恨正无数。
莫教紫燕归来，红云开後，空怅望、主人轻去。"
晏殊,"江南残腊欲归时。
有梅红亚雪中枝。
一夜前村、间破瑶英拆，端的千花冷未知。
丹青改样匀朱粉，雕梁欲画犹疑。
何妨与向冬深，密种秦人路，夹仙溪。
不待妖桃客自迷。"
姜特立,"宦途险，问急流勇退，几人闻早。
自别修门今正是，一纪生朝还到。
绿野风光，平泉草木，争似梅山好。
园林如画，芰荷香泛芳沼。
早晚玉节来临，君恩踵至，金印应如斗。
好是华堂开宴处，歌舞管弦声奏。
海上蟠桃，山中仙杏，共劝长生酒。
莫辞沈醉，年年此会依旧。"
周邦彦,"双阙笼嘉气，寒威日晚，岁华将暮。
小院闲庭，对寒梅照雪，淡烟凝素。
忍当迅景，动无限、伤春情绪。
犹赖是、上苑风光渐好，芳容将煦。
草荚兰芽渐吐。
且寻芳、更休思虑。
这浮世、甚驱驰利禄，奔竞尘土。
纵有魏珠照乘，未买得流年住。
争如盛饮流霞，醉偎琼树。"
陈三聘,"注望晓山，晴色丽、晨餐应饱。
纹平、涨天渺渺。
倚藤枝、撑艇子，昔游曾到。
江山自古，水云转好。
怅年来、心纵在，盟寒鸥鸟。
故人中、黑头渐少。
问几时、寻旧约，石矶重扫。
一竿钓月，鬓霜任老。"
史浩,"好景侬家披得去。
前村雪屋云深处。
一棹清歌归晚浦。
真佳趣。
知谁画得归缣素。"
辛弃疾,"倦客新丰，貂裘敝、征尘满目。
弹短铗、青蛇三尺，浩歌谁续。
不念英雄江左老，用之可以尊中国。
叹诗书、万卷致君人，番沈陆。
休感叹，年华促。
人易老，欢难足。
有玉人怜我，为簪黄菊。
且置请缨封万户，竟须卖剑酬黄犊。
叹当年、寂寞贾长沙，伤时哭。"
葛长庚,"当初误触，紫微君、谪下神霄玉府。
醉後骑龙吹铁笛，酒醒不知何处。
绛阙寥寥，红尘扰扰，老泪滂如雨。
人间天上，桑田沧海如许。
遥想十二楼前，琪花开已遍，鸾歌鹤舞。
梦到三天还又落，愁听空中箫鼓。
独倚阑干，笑拈花片，细写思归字。
东风还会，为伊吹上天去。"
刘埙,"酸风泠泠。
哀笳吹数声。
碎雨冥冥。
泣瑶英。
花心路，芙蓉城。
相思几回魂惊。
肠断坟草青。"
曾觌,"凤翼双双，金泥细细。
四弦斜抱拢纤指。
紫檀香暖转春雷，嘈嘈切切声相继。
弱柳腰肢，轻云情思。
曲中多少风流事。
红牙拍碎少年心，可怜辜负尊前意。"
柳永,"倚危楼伫立，乍萧索、晚晴初。
渐素景衰残，风砧韵响，双树红疏。
云衢。
见新雁过，奈佳人自别阻音书。
空遣悲秋念远，寸肠万恨萦纡。
皇都。
暗想欢游，成往事、动欷。
念对酒当歌，低帏并枕，翻恁轻孤。
归途。
纵凝望处，但斜阳暮霭满平芜。
赢得无言悄悄，凭阑尽日踟蹰。"
黄庭坚,"襄王梦里。
草绿烟深何处是。
宋玉台头。
暮雨朝云几许愁。
飞花漫漫。
不管羁人肠欲断。
春水茫茫。
欲度南陵更断肠。"
葛胜仲,"雨後春光浓似醉。
著柳催花，节物侵龙忌。
绣褓香阁当日佩。
紫兰宫堕人间世。
歌管停云香吐穗。
碧酒红裳，共祝鱼轩贵。
天上阿环金秘。
龟龄鹤寿三千岁。"
欧阳修,"灯尽垂花月似霜。
薄帘映月两交光。
酒醺红粉自生香。
双手舞馀拖翠袖，一声歌已金觞。
休回娇眼断人肠。"
